,reward,log_return,portfolio_value,return,rate_of_return,weights_mean,weights_std,cost,date,steps,market_value
0,-0.00599780364679739,-0.00599780364679739,0.994020147211073,1.0140651744669642,-0.005979852788926987,0.09090909,0.14845394,0.005000000049505806,2014-10-28,1,1.0140651744669642
1,0.025456338006742595,0.025456338006742595,1.0196490857785803,1.0165766704929713,0.025783117816489343,0.09090909,0.14845394,2.2749545390187837e-05,2014-10-31,2,1.0308749987225005
2,0.002905543638349367,0.002905543638349367,1.022616028926273,1.0038096602723654,0.0029097688499637453,0.09090909,0.14845394,5.355918315483793e-05,2014-11-05,3,1.0348022822509084
3,0.00911344978901327,0.00911344978901327,1.0319781848215954,1.005246423645772,0.009155103802893194,0.09090909,0.14845394,3.266872126100967e-05,2014-11-10,4,1.0402312934132085
4,0.016611307180806906,0.016611307180806906,1.0492638629987892,1.005621281792766,0.016750042230962547,0.09090909,0.14845394,6.60454931073673e-05,2014-11-13,5,1.0460787266431377
5,0.026927546634196522,0.026927546634196522,1.0779018092777768,1.0096303514255196,0.027293369464893802,0.09090909,0.14845394,7.159550957609312e-06,2014-11-18,6,1.056152832399471
6,0.016009138633404675,0.016009138633404675,1.0952969580912895,1.007734371643576,0.016137971625790115,0.09090909,0.14938836,0.0002371203271798704,2014-11-21,7,1.064321510917664
7,0.014912099130936591,0.014912099130936591,1.1117525236344257,1.0103319767068795,0.01502383935386109,0.09090909,0.13818796,0.0004272263986478013,2014-11-26,8,1.075318055977096
8,-0.02501874008480136,-0.02501874008480136,1.084282936031514,0.9946095901779285,-0.024708365413114497,0.09090909,0.14845394,0.00028002678852947805,2014-12-02,9,1.0695216509663064
9,-0.005534704495530215,-0.005534704495530215,1.0782983271337514,1.0034290678587399,-0.005519416287843026,0.09090909,0.14845394,6.110795658154977e-05,2014-12-05,10,1.0731891132838614
10,-0.0293266626559905,-0.0293266626559905,1.0471346326399809,0.9742693961095461,-0.028900809460223775,0.09090909,0.14183523,0.0001700814090317497,2014-12-10,11,1.0455753093104068
11,-0.02275881196947086,-0.02275881196947086,1.0235722353162846,0.9813728909612134,-0.022501784001061953,0.09090909,0.14845394,0.00016865179605733658,2014-12-15,12,1.0260992640156188
12,0.015410851423530372,0.015410851423530372,1.0394685282086888,1.0204264699712242,0.015530211101800973,0.09090909,0.14845394,7.031995248585346e-05,2014-12-18,13,1.047058849819529
13,0.016186203759165258,0.016186203759165258,1.056430482266889,1.0171089570145782,0.016317910160715154,0.09090909,0.14845394,2.8407883146115975e-05,2014-12-23,14,1.064972934672825
14,0.008801772756337069,0.008801772756337069,1.0657699851887419,1.002876733771465,0.008840622339684856,0.09090909,0.14845394,2.1841351467312004e-05,2014-12-29,15,1.0680365782796946
15,-0.02445745850780008,-0.02445745850780008,1.0400201312913953,0.9846431036728539,-0.024160798535517447,0.09090909,0.14845394,2.745041672030768e-05,2015-01-02,16,1.0516348512734535
16,-0.0326805782036682,-0.0326805782036682,1.006581052034238,0.9708871239759191,-0.032152338451022056,0.09090909,0.14845394,3.0429723820842303e-05,2015-01-07,17,1.0210187362257268
17,0.006318981782048719,0.006318981782048719,1.0129617579781602,1.0010524273087231,0.00633898872925065,0.09090909,0.14845394,4.948230880181134e-05,2015-01-12,18,1.0220932842264487
18,-0.014154912909988812,-0.014154912909988812,0.9987243745504255,0.9797909142993081,-0.014055203284428108,0.09090909,0.14845394,1.6005548714199125e-05,2015-01-15,19,1.0014377134514147
19,0.031473386895034906,0.031473386895034906,1.0306574993354864,1.019924351625412,0.03197391152031881,0.09090909,0.1443608,0.00010313332453240302,2015-01-21,20,1.0213907105851692
20,0.026246060081493622,0.026246060081493622,1.0580663115399784,1.018858930410766,0.02659352134163262,0.090909086,0.12478927,0.0006701997652405641,2015-01-26,21,1.0406530469182977
21,0.029057298027574178,0.029057298027574178,1.0892618947497155,0.9876721822862989,0.029483580442451585,0.09090909,0.12026143,0.00041670692235875586,2015-01-29,22,1.0278240658526814
22,0.05727224948747557,0.05727224948747557,1.1534674226796238,1.0227715240239694,0.05894406867566149,0.09090909,0.14845394,0.0011932816343819448,2015-02-03,23,1.0512291862606598
23,0.013112314970955484,0.013112314970955484,1.1686916452383664,1.011079787550862,0.01319865846178403,0.09090909,0.121286675,0.0010239974535989431,2015-02-06,24,1.0628765823116932
24,0.022845315673369452,0.022845315673369452,1.195698085793056,1.0092511235368637,0.023108268690652967,0.09090909,0.14845394,0.0010092328355378228,2015-02-11,25,1.0727093848790983
25,0.03284383945771346,0.03284383945771346,1.235621431295594,1.026805883067134,0.03338915230934614,0.09090909,0.14854032,8.672346720624682e-05,2015-02-17,26,1.1014643072151846
26,0.020794821601127254,0.020794821601127254,1.2615849767825473,1.0061085799753824,0.021012540596458962,0.09090909,0.12026143,0.0012499999752726204,2015-02-20,27,1.1081926900258376
27,-0.005722729553615835,-0.005722729553615835,1.2543858859664632,0.9997886209454645,-0.005706385973653694,0.090909086,0.13221943,0.0007593606422418475,2015-02-25,28,1.1079584413027768
28,0.0065338564637035705,0.0065338564637035705,1.2626086974422495,1.0110463916929802,0.006555248721928031,0.0909091,0.12033675,0.0007291403601676463,2015-03-02,29,1.120197384224951
29,-0.0024051869539414464,-0.0024051869539414464,1.2595755365728696,0.9978989491148458,-0.0024022968284032054,0.09090909,0.14845394,0.0011939094291031575,2015-03-05,30,1.117843792519278
30,-0.018940287912901137,-0.018940287912901137,1.2359433200354195,0.9730512172503296,-0.018762047889362865,0.09090909,0.14845394,4.844436394074669e-05,2015-03-10,31,1.0877192630066084
31,-0.006118824171712193,-0.006118824171712193,1.2284038898595462,1.00234547027168,-0.0061001423395834475,0.090909086,0.13824728,0.0002707352144630799,2015-03-13,32,1.0902704762019242
32,0.018345721281092478,0.018345721281092478,1.2511478345635005,1.015177326264276,0.018515038003139805,0.09090909,0.14872722,0.0003565616579965058,2015-03-18,33,1.1068178669355484
33,-0.007094115996883417,-0.007094115996883417,1.2423034552435015,0.9946884122338971,-0.007069012210762948,0.09090909,0.13425578,0.0004128889627612922,2015-03-23,34,1.1009389066942294
34,-0.05111479040822004,-0.05111479040822004,1.1803989690914887,0.9725300710741316,-0.049830406484604906,0.09090909,0.1875805,0.0018439399134469747,2015-03-26,35,1.0706961931756156
35,0.0032763150321074796,0.0032763150321074796,1.1842726702781818,1.005261453036429,0.0032816880462667175,0.09090909,0.14867401,0.001246735365196509,2015-03-31,36,1.0763296109122924
36,0.02099584353653463,0.02099584353653463,1.2094003394131456,1.0067085586426074,0.02121780715336552,0.09090909,0.16027698,0.0010815736597097688,2015-04-06,37,1.0835502312258725
37,0.015387601166320689,0.015387601166320689,1.2281540267334226,1.009810100870742,0.015506600014166594,0.090909086,0.13872868,0.0013567093955738155,2015-04-09,38,1.0941799682927142
38,-0.004128636652601696,-0.004128636652601696,1.223093877908066,1.002476432502404,-0.004120125582957379,0.09090909,0.148373,0.0008620751844061701,2015-04-14,39,1.0968896311296736
39,-0.016096566281370586,-0.016096566281370586,1.2035638707827798,0.9954782507416531,-0.015967709002590702,0.09090909,0.14059629,0.0008790931564746042,2015-04-17,40,1.0919297712536247
40,0.020056739496071865,0.020056739496071865,1.2279471451086073,1.0153645658383186,0.020259227547241743,0.09090909,0.12224116,0.0008038544245727063,2015-04-22,41,1.108706798114871
41,0.04831410527168161,0.04831410527168161,1.2887308450166517,1.0237583122029437,0.04950025752343623,0.09090909,0.14845394,0.0009492291290257661,2015-04-27,42,1.1350478003660103
42,-0.032164938850858596,-0.032164938850858596,1.2479384550998966,0.9895985761369098,-0.03165314935581287,0.09090909,0.14845394,5.4386180698435264e-05,2015-04-30,43,1.1232416870895352
43,-0.0012991003797910793,-0.0012991003797910793,1.2463183103591082,1.0001061179825566,-0.0012982569245842956,0.09090909,0.14845394,1.0816021463941201e-05,2015-05-05,44,1.1233608832312925
44,-0.0021192274559940255,-0.0021192274559940255,1.2436798750654143,1.007308674308952,-0.002116983495920599,0.09090909,0.14845394,8.758105954821182e-05,2015-05-08,45,1.1315711620582467
45,-0.007577415410303439,-0.007577415410303439,1.2342916102507093,0.9954233773778705,-0.007548779234054281,0.09090909,0.14845394,2.231399879281712e-05,2015-05-13,46,1.1263923878794215
46,0.01309279831334446,0.01309279831334446,1.2505581966928927,1.011099720024561,0.013178884395786516,0.09090909,0.12661952,0.000681010013027048,2015-05-18,47,1.13889502802268
47,0.0029531617131573294,0.0029531617131573294,1.2542567558426323,1.0039446982307447,0.002957526614531414,0.09090909,0.14845394,0.0006814327295106188,2015-05-21,48,1.143387625224725
48,0.016461348473041888,0.016461348473041888,1.2750743865891643,1.0021373764656734,0.016597583110123493,0.09090909,0.14845394,4.726435037919849e-05,2015-05-27,49,1.1458314750260226
49,0.004026306335044198,0.004026306335044198,1.2802185758011801,0.9977063811840506,0.004034422827499995,0.09090909,0.14845394,3.428852745113786e-05,2015-06-01,50,1.1432033743949959
50,-0.007480339517767405,-0.007480339517767405,1.2706778346021619,0.9943539535372286,-0.007452431467062204,0.09090909,0.14845394,1.1948464302588003e-05,2015-06-04,51,1.1367487950267645
51,-0.012654484620173894,-0.012654484620173894,1.2546993741779282,0.9930973638340898,-0.01257475340256986,0.09090909,0.14845394,4.095215639946942e-06,2015-06-09,52,1.1289022316826578
52,-0.008692476926255605,-0.008692476926255605,1.2438401936952554,1.0050097175027919,-0.008654806646243518,0.09090909,0.14845394,4.320095192811957e-05,2015-06-12,53,1.1345577129516593
53,0.006080706173347834,0.006080706173347834,1.2514266626690997,1.0028295209795428,0.006099231245539682,0.09090909,0.14845394,2.6732856668623962e-05,2015-06-17,54,1.1377679678029582
54,0.010491733704414254,0.010491733704414254,1.264625415898939,1.010806278123277,0.010546965014864185,0.09090909,0.12541498,0.0007389867803413451,2015-06-22,55,1.1500630049027927
55,-0.0074642647194827026,-0.0074642647194827026,1.2552210589178519,0.9911755866941175,-0.007436476337463249,0.09090909,0.14845394,0.0007290771947991537,2015-06-25,56,1.1399143736197253
56,-0.027055531447722585,-0.027055531447722585,1.2217156825045126,0.9757890522514528,-0.0266928093464468,0.09090909,0.14845394,4.009673903152017e-05,2015-06-30,57,1.1123159662822002
57,0.003996850798728818,0.003996850798728818,1.2266084692016823,1.0026436518760447,0.004004848891797419,0.09090909,0.14845394,1.6984924828380988e-06,2015-07-06,58,1.1152565424732166
58,-0.03435440461009174,-0.03435440461009174,1.1851846839837863,0.984750045907419,-0.03377099234025016,0.09090909,0.15117005,0.0006430400058531187,2015-07-09,59,1.0982489313990493
59,0.045883859891471486,0.045883859891471486,1.2408324365444199,1.0378452872383337,0.04695281107884686,0.09090909,0.14845394,0.0005695565613348778,2015-07-14,60,1.1398124776670393
60,0.02037199813700415,0.02037199813700415,1.2663699143549871,1.0319131801714212,0.02058092378829679,0.09090909,0.12674302,0.0007042741531882327,2015-07-17,61,1.1761875186284616
61,-0.01953678551346895,-0.01953678551346895,1.2418692283780093,0.9938523899403069,-0.019347179445160068,0.09090909,0.14845394,0.0007136299779183142,2015-07-22,62,1.1689567764068558
62,0.024564048096339445,0.024564048096339445,1.2727523180593707,0.9886705490521069,0.02486823006452732,0.09090909,0.15032506,0.0002535960625655624,2015-07-27,63,1.1557131379483472
63,0.013904335217256097,0.013904335217256097,1.2905726962321413,1.0147517305193086,0.014001450179986552,0.09090909,0.13986291,0.0004956464297554388,2015-07-30,64,1.1727619067169857
64,-0.011920320278650134,-0.011920320278650134,1.2752799843260616,0.9949707572269084,-0.011849554814484464,0.09090909,0.15331586,0.0005987383299985546,2015-08-04,65,1.1668638023730722
65,0.039600969121533,0.039600969121533,1.3267956101407283,1.0085313889651812,0.04039554172246396,0.09090909,0.14845394,0.0005551020505931882,2015-08-07,66,1.1768187713405072
66,0.011919595438262752,0.011919595438262752,1.3427051061765662,1.004978578016183,0.011990916999002232,0.09090909,0.14845394,3.323021184987507e-05,2015-08-12,67,1.1826776554045346
67,0.006759466755982757,0.006759466755982757,1.3518118203642693,1.0069502822434444,0.006782363562789273,0.09090909,0.14845394,3.431553366528131e-05,2015-08-17,68,1.1908975989126112
68,-0.042686340908456764,-0.042686340908456764,1.2953221653985372,0.966103843542794,-0.04178810550015011,0.09090909,0.1401624,0.00021610989422049976,2015-08-20,69,1.1505307475753583
69,-0.09077187957204823,-0.09077187957204823,1.1829218953340535,0.9168088828897253,-0.08677398802166025,0.09090909,0.14845394,0.00021665954025541903,2015-08-25,70,1.0548168094148447
70,0.10244007347806905,0.10244007347806905,1.310524756621431,1.077771715157094,0.10787090998205162,0.09090908,0.1484545,1.8165808469111088e-05,2015-08-28,71,1.1368517218595706
71,-0.015493919111205089,-0.015493919111205089,1.290376085906409,0.9839734920483155,-0.015374505985652487,0.09090909,0.14516553,8.237048307547415e-05,2015-09-02,72,1.118631958699302
72,0.013360864070346349,0.013360864070346349,1.307732314437041,1.0115162060193499,0.013450519364236468,0.09090909,0.13853592,0.0004922772126535815,2015-09-08,73,1.1315143547955122
73,0.012247115341416436,0.012247115341416436,1.3238467392408957,1.0023921306337449,0.012322418453651007,0.09090909,0.14845394,0.0005335737596478294,2015-09-11,74,1.1342210849461407
74,0.011658564886360277,0.011658564886360277,1.3393712131669089,1.0158180001636807,0.01172679092363449,0.09090909,0.14845394,2.5738883016328124e-05,2015-09-16,75,1.152162194253469
75,0.014423928433261294,0.014423928433261294,1.3588302080414791,0.9908051584812547,0.014528455355225844,0.09090909,0.13880484,0.0002546009827221454,2015-09-21,76,1.1415682454734186
76,-0.011085995091464584,-0.011085995091464584,1.3438494148411662,0.9822759819626401,-0.011024771977880321,0.09090909,0.14845394,0.0002459590373652159,2015-09-24,77,1.1213350692997706
77,-0.03769128988125497,-0.03769128988125497,1.2941406745674797,0.9859997808916592,-0.03698981427882797,0.09090909,0.14845394,8.380718617928982e-05,2015-09-29,78,1.1056361326357071
78,0.042531312166400784,0.042531312166400784,1.3503694418151304,1.032513059514418,0.043448728838109574,0.09090909,0.13818493,0.00027529518519011715,2015-10-02,79,1.141583746017383
79,0.02294007070694383,0.02294007070694383,1.381705058979885,1.0253592017245787,0.023205217916242304,0.09090909,0.14845394,0.00027776362849820583,2015-10-07,80,1.170533398518138
80,0.010745028125044317,0.010745028125044317,1.3966315680744228,1.0059014063255818,0.01080296333687758,0.090909086,0.13812095,0.00027441874469510036,2015-10-12,81,1.1774411917204577
81,0.021347632983012073,0.021347632983012073,1.4267668605647335,1.0117439116760882,0.021577123973976153,0.09090909,0.14845394,0.00027723328309772906,2015-10-15,82,1.1912689570798107
82,0.007592132441034433,0.007592132441034433,1.4376402876286447,1.0064652789111888,0.007621025806281656,0.09090909,0.13413674,0.00039469277947743354,2015-10-20,83,1.1989708431455726
83,0.04692250538680188,0.04692250538680188,1.5067056609869192,1.0433619836058137,0.04804078875126416,0.090909086,0.13999893,0.00037736333270545544,2015-10-23,84,1.2509605971898994
84,0.011362817280960625,0.011362817280960625,1.5239237197938538,1.0128393632772834,0.011427619377003317,0.09090909,0.14549226,0.0002199627231380304,2015-10-28,85,1.267022134742788
85,0.011622902178749873,0.011622902178749873,1.541739471036971,0.9997036637464035,0.011690710638408541,0.09090909,0.14845394,7.204443057997088e-05,2015-11-02,86,1.2666466701501544
86,0.0034216371899443623,0.0034216371899443623,1.5470237795201602,1.0075983556424104,0.0034274976949477676,0.09090909,0.13918722,0.00024364855443613373,2015-11-05,87,1.2762711020232302
87,0.02723254187141128,0.02723254187141128,1.5897320577526286,1.0082284338889522,0.027606736753403416,0.09090909,0.14845394,0.0002851687642340003,2015-11-10,88,1.2867728144106085
88,-0.03287455496356475,-0.03287455496356475,1.5383200274756743,0.9739378855610316,-0.03234006009140589,0.09090909,0.14845394,1.0436875704155912e-05,2015-11-13,89,1.2532367940644857
89,0.039938790918795035,0.039938790918795035,1.6010020602958106,1.0300762894836597,0.04074706933575789,0.09090909,0.14845394,1.2445700387618553e-05,2015-11-18,90,1.290929506674343
90,0.007830704092344033,0.007830704092344033,1.6135882488031725,1.006336990527934,0.007861444291356046,0.09090909,0.14845394,2.546124381972756e-05,2015-11-23,91,1.2991101147303687
91,0.0009291693234762138,0.0009291693234762138,1.615088242280017,0.9987002091379368,0.0009296011407848859,0.09090909,0.13269497,0.00044458926955364244,2015-11-27,92,1.2974215432744283
92,0.008340124089577008,0.008340124089577008,1.6286146060908773,1.0049214554271007,0.008374999864877442,0.09090909,0.14845394,0.00044107262269616794,2015-12-02,93,1.3038067455698135
93,0.008872778326101317,0.008872778326101317,1.6431292398988655,1.0056595047019952,0.008912258157150799,0.09090909,0.14845394,2.9873145097582543e-05,2015-12-07,94,1.311185645976859
94,-0.011065139677766699,-0.011065139677766699,1.6250480054170962,0.9861965923568831,-0.011004146261119563,0.09090909,0.14845394,1.1907338716255073e-05,2015-12-10,95,1.2930868160096367
95,-0.018110380675227612,-0.018110380675227612,1.5958826621245399,0.9974677612009799,-0.01794737336702279,0.09090909,0.14529516,0.00010472105421844861,2015-12-15,96,1.2898124114036358
96,-0.020503850281542155,-0.020503850281542155,1.5634941025292914,0.9784943783495941,-0.020295075799702467,0.09090909,0.14128144,0.00018523912307917453,2015-12-18,97,1.2620741936839914
97,0.017475391065118348,0.017475391065118348,1.591056907526617,1.0228661701684811,0.017628979190095206,0.09090909,0.14454588,8.93920277882635e-05,2015-12-23,98,1.2909329969620182
98,0.021577555028440405,0.021577555028440405,1.6257610949896257,1.0148590677046423,0.021812034062916208,0.09090909,0.14244671,6.981293776395319e-05,2015-12-29,99,1.3101150577660337
99,-0.05156152476888649,-0.05156152476888649,1.5440588207005985,0.9602686887856703,-0.05025478499935965,0.09090909,0.13711618,0.00018104928576584233,2016-01-04,100,1.2580624686793518
100,-0.06737339221843701,-0.06737339221843701,1.4434573226800074,0.9496903391113022,-0.06515392851092572,0.09090909,0.14845394,0.0002888739697313009,2016-01-07,101,1.1947697725032955
101,0.016318376759949942,0.016318376759949942,1.4672054416609641,1.0062006021097838,0.016452248783403345,0.09090909,0.14845394,3.2639454664020324e-05,2016-01-12,102,1.2021780644753854
102,-0.06806942193561646,-0.06806942193561646,1.3706568931456076,0.9453599126483273,-0.06580438279049583,0.09090909,0.12172173,0.000980033028092614,2016-01-15,103,1.1364909500201856
103,0.006671794121266378,0.006671794121266378,1.3798322076841727,0.9922232279777622,0.006694100167918826,0.09090909,0.14110719,0.000769509967567041,2016-01-21,104,1.1276527189965422
104,0.03740167892012139,0.03740167892012139,1.4324175085986208,1.023039032323636,0.03810992425137272,0.090909086,0.12801002,0.00043069860350981626,2016-01-26,105,1.1536327464393397
105,-0.01437760152745378,-0.01437760152745378,1.4119701246955432,1.015842753841367,-0.01427473748424224,0.09090909,0.13380861,0.00018434988433508007,2016-01-29,106,1.1719094660645184
106,-0.04961923539444933,-0.04961923539444933,1.3436190338261547,0.9658899355523549,-0.04840831238134502,0.09090909,0.13358465,0.0004967398794928343,2016-02-03,107,1.1319355586502524
107,-0.067675097540357,-0.067675097540357,1.2556980673166982,0.9593573460012703,-0.0654359340676266,0.09090909,0.14845394,0.0004155661360996074,2016-02-08,108,1.0859306933911714
108,-0.0016834595539099498,-0.0016834595539099498,1.2535859287403688,0.9782363671251235,-0.0016820433441000482,0.09090909,0.13219057,0.00046188242113987253,2016-02-11,109,1.062296896452646
109,0.0652539400532389,0.0652539400532389,1.3381152952988822,1.0660785174456844,0.06743005375263778,0.09090909,0.12779842,0.00016478592704186922,2016-02-17,110,1.1324919004573886
110,0.04722944768765855,0.04722944768765855,1.4028299313322803,1.0174460691550253,0.04836252620439807,0.09090909,0.121958725,0.0003554640464703583,2016-02-22,111,1.1522494324702743
111,-0.00015416504999227326,-0.00015416504999227326,1.4026136806538207,0.9925487790838642,-0.00015415316827049885,0.09090909,0.12603736,0.00024601494197896127,2016-02-25,112,1.1436637673984462
112,0.034413119353294226,0.034413119353294226,1.4517221341860165,1.0290328810711713,0.03501210219859252,0.09090909,0.121192954,0.0003325635720066664,2016-03-01,113,1.176867621542733
113,0.004476367046109632,0.004476367046109632,1.4582351417830892,1.007615251730195,0.0044864009741951705,0.09090909,0.124851115,0.0002706446535763594,2016-03-04,114,1.185829764733897
114,-0.022124970855151836,-0.022124970855151836,1.4263260273171767,0.9890692886699568,-0.02188200897894621,0.09090909,0.1376691,0.0005060307576474452,2016-03-09,115,1.1728678018890177
115,0.01841848606939098,0.01841848606939098,1.4528402196536385,1.0184429255494585,0.018589152710291046,0.09090909,0.14845394,0.0002901922507478441,2016-03-14,116,1.1944989154386139
116,0.007847914446893667,0.007847914446893667,1.4642868427910045,1.009978692430385,0.007878790098538868,0.09090909,0.14845394,5.3289675084667866e-05,2016-03-17,117,1.2064184527242043
117,0.015806962282157434,0.015806962282157434,1.487616670936108,1.0116603526289731,0.01593255328350529,0.09090909,0.1270437,0.0006618327773423285,2016-03-22,118,1.2204857173010688
118,0.012270203833221393,0.012270203833221393,1.5059824764999579,0.9916732174255638,0.012345791710100196,0.09090909,0.13312702,0.0002063874268387373,2016-03-28,119,1.210322998097898
119,0.0248377476299399,0.0248377476299399,1.5438560900193765,1.0085530099477187,0.02514877437846441,0.09090909,0.1413206,0.0002225763039683994,2016-03-31,120,1.220674902740582
120,-0.001166069758426972,-0.001166069758426972,1.5420568953069194,0.9942453278439444,-0.001165390170812186,0.090909086,0.12117741,0.0008521110204172977,2016-04-05,121,1.213650318866185
121,-0.0005608791091190294,-0.0005608791091190294,1.5411922303125933,0.9957593269951378,-0.0005607218494709798,0.09090909,0.14845394,0.001041520473762104,2016-04-08,122,1.2085036247216268
122,0.03130066782037025,0.03130066782037025,1.5901954933302447,1.0341229237082818,0.03179568521943055,0.09090909,0.14845394,3.564537153207953e-06,2016-04-13,123,1.249741301709185
123,-6.95839925361432e-05,-6.95839925361432e-05,1.59008484502793,1.0049230788772847,-6.958157206382598e-05,0.090909086,0.12368611,0.0008348967257394268,2016-04-18,124,1.2558938767136998
